id,gold,pred
1063170169944580096,other_relevant_information,not_humanitarian
1061380100334276608,sympathy_and_support,sympathy_and_support
1063619316686426113,injured_or_dead_people,injured_or_dead_people
1061694284519358464,not_humanitarian,not_humanitarian
1062337754430758912,injured_or_dead_people,not_humanitarian
1067662990122602497,not_humanitarian,displaced_people_and_evacuations
1061136055250939904,not_humanitarian,not_humanitarian
1064696889881313281,not_humanitarian,not_humanitarian
1062106692047921152,infrastructure_and_utility_damage,not_humanitarian
1061809983615049728,injured_or_dead_people,missing_or_found_people
1061705140049047553,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1064410681347207168,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1062796735259365376,injured_or_dead_people,injured_or_dead_people
1064663743269937152,not_humanitarian,not_humanitarian
1062120782342569992,not_humanitarian,other_relevant_information
1064491487902224384,missing_or_found_people,missing_or_found_people
1061983475912323072,injured_or_dead_people,injured_or_dead_people
1063657995152711681,injured_or_dead_people,injured_or_dead_people
1066494198600224768,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1062138241397211137,injured_or_dead_people,injured_or_dead_people
1061659891784445954,displaced_people_and_evacuations,displaced_people_and_evacuations
1067045034187472896,injured_or_dead_people,missing_or_found_people
1062136369580044290,missing_or_found_people,missing_or_found_people
1064503826328227841,sympathy_and_support,sympathy_and_support
1066453248259883010,not_humanitarian,not_humanitarian
1064786092271067137,other_relevant_information,not_humanitarian
1061384261570195456,requests_or_urgent_needs,not_humanitarian
1066910069093212161,infrastructure_and_utility_damage,not_humanitarian
1063084257231417344,displaced_people_and_evacuations,displaced_people_and_evacuations
1066164313881223168,caution_and_advice,displaced_people_and_evacuations
1064671296967991296,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1066014561248190465,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1065792614799011840,not_humanitarian,not_humanitarian
1062795467770286080,displaced_people_and_evacuations,injured_or_dead_people
1061343797966135296,infrastructure_and_utility_damage,injured_or_dead_people
1061310391991422976,injured_or_dead_people,injured_or_dead_people
1066570636137570304,displaced_people_and_evacuations,displaced_people_and_evacuations
1064359893866434560,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1065406851645358080,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1061202282128134144,infrastructure_and_utility_damage,injured_or_dead_people
1065274741726957568,not_humanitarian,other_relevant_information
1063261744674484224,sympathy_and_support,displaced_people_and_evacuations
1064387313776644096,not_humanitarian,not_humanitarian
1066043856347648000,not_humanitarian,not_humanitarian
1061457872507219969,injured_or_dead_people,displaced_people_and_evacuations
1064900805986304001,not_humanitarian,not_humanitarian
1061413722877517824,not_humanitarian,injured_or_dead_people
1061766762386124800,injured_or_dead_people,not_humanitarian
1061497293885579264,other_relevant_information,other_relevant_information
1062123483566653440,injured_or_dead_people,injured_or_dead_people
1065475997045149698,other_relevant_information,not_humanitarian
1064650736246505473,other_relevant_information,not_humanitarian
1062207153467871233,displaced_people_and_evacuations,displaced_people_and_evacuations
1064516460394004482,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1061367190035841025,not_humanitarian,not_humanitarian
1065699432329592832,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1062060666301763584,requests_or_urgent_needs,not_humanitarian
1061173604417785856,other_relevant_information,not_humanitarian
1061184104220278785,sympathy_and_support,not_humanitarian
1061309118991003648,not_humanitarian,requests_or_urgent_needs
1064779715423158272,requests_or_urgent_needs,rescue_volunteering_or_donation_effort
1064293353955700737,not_humanitarian,not_humanitarian
1061291150428954624,injured_or_dead_people,injured_or_dead_people
1061161016556367872,other_relevant_information,not_humanitarian
1065026066618544129,rescue_volunteering_or_donation_effort,not_humanitarian
1067062469711949824,sympathy_and_support,not_humanitarian
1067289163601518592,injured_or_dead_people,other_relevant_information
1064949575134269440,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1065434086716493824,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1065662254559969280,requests_or_urgent_needs,not_humanitarian
1063080655867731968,not_humanitarian,not_humanitarian
1064693464267411457,infrastructure_and_utility_damage,injured_or_dead_people
1065940527303065602,other_relevant_information,not_humanitarian
1061320865944612864,displaced_people_and_evacuations,not_humanitarian
1065436322901352448,caution_and_advice,other_relevant_information
1062647844425867264,other_relevant_information,not_humanitarian
1065023679183159296,other_relevant_information,not_humanitarian
1061699324009054208,not_humanitarian,not_humanitarian
1061138458410856448,rescue_volunteering_or_donation_effort,other_relevant_information
1066887014350376961,injured_or_dead_people,injured_or_dead_people
1061320073133010944,not_humanitarian,requests_or_urgent_needs
1067101890998136834,not_humanitarian,not_humanitarian
1062114675675013120,rescue_volunteering_or_donation_effort,other_relevant_information
1065262323873411072,missing_or_found_people,injured_or_dead_people
1065689410480394240,rescue_volunteering_or_donation_effort,not_humanitarian
1061816218519306240,injured_or_dead_people,displaced_people_and_evacuations
1063798341434249217,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1065351929235152901,rescue_volunteering_or_donation_effort,other_relevant_information
1061281463201542146,not_humanitarian,not_humanitarian
1061382662747758594,rescue_volunteering_or_donation_effort,not_humanitarian
1065284174754410496,requests_or_urgent_needs,infrastructure_and_utility_damage
1061981283881050118,injured_or_dead_people,injured_or_dead_people
1064692382023606272,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1061258151364870145,other_relevant_information,not_humanitarian
1065375480524636160,rescue_volunteering_or_donation_effort,other_relevant_information
1066032415624359936,not_humanitarian,not_humanitarian
1064539329836605442,not_humanitarian,injured_or_dead_people
1062844244765761536,rescue_volunteering_or_donation_effort,sympathy_and_support
1061443221463752704,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1063520879764627456,displaced_people_and_evacuations,displaced_people_and_evacuations
1067563144292302849,injured_or_dead_people,injured_or_dead_people
1062034838125993986,injured_or_dead_people,injured_or_dead_people
1061273581932417026,injured_or_dead_people,injured_or_dead_people
1063329038083792896,injured_or_dead_people,missing_or_found_people
1066844250418044929,injured_or_dead_people,other_relevant_information
1061830270129725441,injured_or_dead_people,other_relevant_information
1064611150493446144,other_relevant_information,infrastructure_and_utility_damage
1065263508357554177,injured_or_dead_people,missing_or_found_people
1065574597289025546,not_humanitarian,infrastructure_and_utility_damage
1061152225626636288,not_humanitarian,not_humanitarian
1064711222379986944,rescue_volunteering_or_donation_effort,not_humanitarian
1061496889319849984,rescue_volunteering_or_donation_effort,requests_or_urgent_needs
1065318607809363968,displaced_people_and_evacuations,displaced_people_and_evacuations
1064399567742005248,rescue_volunteering_or_donation_effort,not_humanitarian
1065462822585405440,not_humanitarian,not_humanitarian
1065409612759924737,rescue_volunteering_or_donation_effort,not_humanitarian
1066908605360820225,not_humanitarian,requests_or_urgent_needs
1066550839689523200,infrastructure_and_utility_damage,requests_or_urgent_needs
1064556235322732544,rescue_volunteering_or_donation_effort,not_humanitarian
1066864915661668352,displaced_people_and_evacuations,not_humanitarian
1066158728951603200,not_humanitarian,injured_or_dead_people
1065282815598592001,not_humanitarian,not_humanitarian
1065839463878672384,rescue_volunteering_or_donation_effort,requests_or_urgent_needs
1062087478172016640,not_humanitarian,not_humanitarian
1061229928165851136,not_humanitarian,injured_or_dead_people
1061329316208771072,not_humanitarian,not_humanitarian
1064492504379207680,other_relevant_information,other_relevant_information
1064124609388253184,not_humanitarian,not_humanitarian
1061359513515655168,injured_or_dead_people,injured_or_dead_people
1062845006182895616,other_relevant_information,injured_or_dead_people
1066028499411050497,injured_or_dead_people,injured_or_dead_people
1065354327571791873,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1064122351263068160,other_relevant_information,displaced_people_and_evacuations
1064920769912864773,other_relevant_information,not_humanitarian
1063452581647839237,missing_or_found_people,injured_or_dead_people
1064999370658074624,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1061165433875775488,injured_or_dead_people,other_relevant_information
1064102387311357953,not_humanitarian,other_relevant_information
1063622415962509312,injured_or_dead_people,missing_or_found_people
1065585807568838658,not_humanitarian,not_humanitarian
1064524966987739136,injured_or_dead_people,not_humanitarian
1063632024618115074,injured_or_dead_people,injured_or_dead_people
1064632607252668421,sympathy_and_support,sympathy_and_support
1063117365922144256,not_humanitarian,other_relevant_information
1065306599055454208,rescue_volunteering_or_donation_effort,other_relevant_information
1066865409276739586,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage
1065252897577934848,rescue_volunteering_or_donation_effort,sympathy_and_support
1063119243389165571,not_humanitarian,not_humanitarian
1062002910119256069,injured_or_dead_people,not_humanitarian
1064721159227207680,rescue_volunteering_or_donation_effort,not_humanitarian
1062003068231917568,injured_or_dead_people,injured_or_dead_people
1061270928036900865,sympathy_and_support,sympathy_and_support
1066548383932866567,infrastructure_and_utility_damage,not_humanitarian
1064031135317946369,injured_or_dead_people,injured_or_dead_people
1065411369627934720,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage
1062714965419810816,other_relevant_information,not_humanitarian
1062852557335396353,injured_or_dead_people,not_humanitarian
1063144085781807104,injured_or_dead_people,injured_or_dead_people
1064583341175762944,other_relevant_information,not_humanitarian
1065399407514972160,other_relevant_information,not_humanitarian
1064687249399267328,not_humanitarian,not_humanitarian
1064569014863708160,rescue_volunteering_or_donation_effort,not_humanitarian
1064979236363083776,other_relevant_information,not_humanitarian
1062607879377694720,injured_or_dead_people,displaced_people_and_evacuations
1063178421818208256,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1065265888931254273,rescue_volunteering_or_donation_effort,sympathy_and_support
1065291043120271361,not_humanitarian,other_relevant_information
1063521998289231875,injured_or_dead_people,missing_or_found_people
1062140265941602304,injured_or_dead_people,missing_or_found_people
1064615394852388865,displaced_people_and_evacuations,displaced_people_and_evacuations
1062340739005321216,injured_or_dead_people,injured_or_dead_people
1064238397789794305,not_humanitarian,not_humanitarian
1065254299171733504,rescue_volunteering_or_donation_effort,other_relevant_information
1062388375879970817,injured_or_dead_people,injured_or_dead_people
1066554800446337024,other_relevant_information,not_humanitarian
1062116098324205574,displaced_people_and_evacuations,displaced_people_and_evacuations
1065408460395896832,not_humanitarian,not_humanitarian
1061672720402919425,injured_or_dead_people,not_humanitarian
1061383396268621835,other_relevant_information,not_humanitarian
1062107640539549698,infrastructure_and_utility_damage,not_humanitarian
1061335682776489991,not_humanitarian,infrastructure_and_utility_damage
1061365687225147394,not_humanitarian,not_humanitarian
1061704603123748864,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1066761469155373058,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1063286654230704128,injured_or_dead_people,injured_or_dead_people
1061249856256262144,not_humanitarian,not_humanitarian
1061419142971121664,not_humanitarian,not_humanitarian
1061187560477782017,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1064582875935371273,other_relevant_information,not_humanitarian
1065642467872014336,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1064740308825456641,rescue_volunteering_or_donation_effort,not_humanitarian
1061784005404704770,other_relevant_information,infrastructure_and_utility_damage
1065491484160507904,rescue_volunteering_or_donation_effort,other_relevant_information
1061329040970108928,injured_or_dead_people,injured_or_dead_people
1066020925018161152,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1063153153288429568,injured_or_dead_people,injured_or_dead_people
1062610399969730560,not_humanitarian,not_humanitarian
1061669440222162944,not_humanitarian,not_humanitarian
1063100230206337024,injured_or_dead_people,other_relevant_information
1064058462198538240,not_humanitarian,not_humanitarian
1061365963231244290,not_humanitarian,other_relevant_information
1062178041168781312,injured_or_dead_people,injured_or_dead_people
1061297209247961090,not_humanitarian,not_humanitarian
1061255999602847745,not_humanitarian,not_humanitarian
1064258106983628801,rescue_volunteering_or_donation_effort,other_relevant_information
1067141888057192448,missing_or_found_people,missing_or_found_people
1064740680101056513,injured_or_dead_people,not_humanitarian
1064704854843711489,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1064052704727642112,displaced_people_and_evacuations,displaced_people_and_evacuations
1063174108400246786,rescue_volunteering_or_donation_effort,requests_or_urgent_needs
1062385891841318912,other_relevant_information,other_relevant_information
1062443781683929089,injured_or_dead_people,other_relevant_information
1062847603761655808,not_humanitarian,not_humanitarian
1066373902430027776,infrastructure_and_utility_damage,injured_or_dead_people
1061248585596092416,sympathy_and_support,infrastructure_and_utility_damage
1064216605457072128,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1064703456945029120,other_relevant_information,not_humanitarian
1064693341080731648,not_humanitarian,not_humanitarian
1064270313096007680,rescue_volunteering_or_donation_effort,not_humanitarian
1065686050771779585,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1062851600455221253,sympathy_and_support,not_humanitarian
1064249397846790144,rescue_volunteering_or_donation_effort,not_humanitarian
1066421084465942528,not_humanitarian,not_humanitarian
1064552856982712326,injured_or_dead_people,rescue_volunteering_or_donation_effort
1061720839073210368,rescue_volunteering_or_donation_effort,other_relevant_information
1062854776889753601,not_humanitarian,not_humanitarian
1061503831719079936,infrastructure_and_utility_damage,injured_or_dead_people
1062900739536605184,sympathy_and_support,requests_or_urgent_needs
1064683354866442240,not_humanitarian,not_humanitarian
1065237429408473088,infrastructure_and_utility_damage,not_humanitarian
1061708574492102662,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1061200430921932801,sympathy_and_support,not_humanitarian
1064514927988219904,not_humanitarian,not_humanitarian
1061464626645360640,injured_or_dead_people,injured_or_dead_people
1061504584965808128,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1061160297090568194,other_relevant_information,not_humanitarian
1062124000342654977,rescue_volunteering_or_donation_effort,other_relevant_information
1064431651558703106,not_humanitarian,not_humanitarian
1061455475194048512,injured_or_dead_people,injured_or_dead_people
1062392664044244992,injured_or_dead_people,other_relevant_information
1064639756795994112,rescue_volunteering_or_donation_effort,other_relevant_information
1064435761397800960,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1064445938385723392,rescue_volunteering_or_donation_effort,sympathy_and_support
1065403020387721216,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1061291142183051267,injured_or_dead_people,injured_or_dead_people
1062105164201394176,other_relevant_information,not_humanitarian
1061829182420791297,injured_or_dead_people,not_humanitarian
1064132161475768320,not_humanitarian,missing_or_found_people
1062380752728416257,injured_or_dead_people,injured_or_dead_people
1065624245898665990,other_relevant_information,injured_or_dead_people
1064449765268758529,other_relevant_information,not_humanitarian
1064631216845004800,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1062622856176009216,injured_or_dead_people,other_relevant_information
1061307115644497921,rescue_volunteering_or_donation_effort,missing_or_found_people
1063352357008793600,other_relevant_information,not_humanitarian
1062614499876921344,injured_or_dead_people,other_relevant_information
1064663791462301697,other_relevant_information,infrastructure_and_utility_damage
1063962360715472896,displaced_people_and_evacuations,displaced_people_and_evacuations
1061654701756833794,other_relevant_information,injured_or_dead_people
1064387544509554688,other_relevant_information,other_relevant_information
1063716259957751808,injured_or_dead_people,missing_or_found_people
1063167997660094465,injured_or_dead_people,injured_or_dead_people
1064630001125941249,displaced_people_and_evacuations,displaced_people_and_evacuations
1066014034871279616,other_relevant_information,injured_or_dead_people
1062775601063493633,injured_or_dead_people,injured_or_dead_people
1061984591924346880,injured_or_dead_people,injured_or_dead_people
1064236532293353473,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1061309125005623296,not_humanitarian,not_humanitarian
1065291025814454273,missing_or_found_people,missing_or_found_people
1062842843692072960,other_relevant_information,not_humanitarian
1064639586226397189,rescue_volunteering_or_donation_effort,not_humanitarian
1061323776611229696,rescue_volunteering_or_donation_effort,not_humanitarian
1061453372333662208,injured_or_dead_people,injured_or_dead_people
1067085657888227330,not_humanitarian,not_humanitarian
1061708065538564096,infrastructure_and_utility_damage,injured_or_dead_people
1063105381159890954,injured_or_dead_people,injured_or_dead_people
1061277806892539905,not_humanitarian,not_humanitarian
1064684936005918720,not_humanitarian,not_humanitarian
1065907752814370816,caution_and_advice,displaced_people_and_evacuations
1065696823984168961,requests_or_urgent_needs,not_humanitarian
1065327947752644610,rescue_volunteering_or_donation_effort,not_humanitarian
1064956092596330496,rescue_volunteering_or_donation_effort,other_relevant_information
1065975922107531264,injured_or_dead_people,injured_or_dead_people
1065467674526920704,other_relevant_information,not_humanitarian
1070722154595926018,injured_or_dead_people,injured_or_dead_people
1066054844044271622,other_relevant_information,not_humanitarian
1061496544405397504,not_humanitarian,injured_or_dead_people
1064573599984508929,injured_or_dead_people,injured_or_dead_people
1064532791868735489,not_humanitarian,injured_or_dead_people
1064903837893353472,rescue_volunteering_or_donation_effort,not_humanitarian
1067093021353635846,injured_or_dead_people,displaced_people_and_evacuations
1064175524321275909,not_humanitarian,caution_and_advice
1065588711281356800,sympathy_and_support,not_humanitarian
1065852971810844673,other_relevant_information,displaced_people_and_evacuations
1061172697848254464,rescue_volunteering_or_donation_effort,other_relevant_information
1066516529066463232,infrastructure_and_utility_damage,injured_or_dead_people
1061697996323086336,rescue_volunteering_or_donation_effort,requests_or_urgent_needs
1064530201017749505,rescue_volunteering_or_donation_effort,injured_or_dead_people
1065704897163788288,displaced_people_and_evacuations,not_humanitarian
1061358005311041536,sympathy_and_support,not_humanitarian
1062352905045446656,injured_or_dead_people,displaced_people_and_evacuations
1064660862340931585,other_relevant_information,other_relevant_information
1064217326680076288,other_relevant_information,not_humanitarian
1065621004817494016,sympathy_and_support,sympathy_and_support
1063190832663224320,injured_or_dead_people,not_humanitarian
1061277246034448385,displaced_people_and_evacuations,displaced_people_and_evacuations
1061158784196726784,other_relevant_information,not_humanitarian
1062852189452939264,other_relevant_information,not_humanitarian
1063500712410144768,injured_or_dead_people,injured_or_dead_people
1061162262390394880,injured_or_dead_people,injured_or_dead_people
1065295488524513281,rescue_volunteering_or_donation_effort,not_humanitarian
1062637174208716800,not_humanitarian,other_relevant_information
1064716764767027200,other_relevant_information,not_humanitarian
1062412313339277313,injured_or_dead_people,injured_or_dead_people
1064360992321073153,injured_or_dead_people,injured_or_dead_people
1061335704372838400,injured_or_dead_people,injured_or_dead_people
1062029877262671872,injured_or_dead_people,injured_or_dead_people
1062329599973937152,injured_or_dead_people,injured_or_dead_people
1061358556027310080,other_relevant_information,not_humanitarian
1065022968013586433,other_relevant_information,not_humanitarian
1061343689711255552,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1065503150323494912,other_relevant_information,missing_or_found_people
1065799445629943808,not_humanitarian,not_humanitarian
1065703346126782465,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1064980440140918786,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1062887094115332097,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1061252013890121728,other_relevant_information,other_relevant_information
1061291112902492160,rescue_volunteering_or_donation_effort,sympathy_and_support
1061281852638613504,other_relevant_information,not_humanitarian
1063654600622989313,injured_or_dead_people,injured_or_dead_people
1063136416161546240,other_relevant_information,other_relevant_information
1061253784737726464,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1065356055511613440,caution_and_advice,other_relevant_information
1066001549346971648,not_humanitarian,injured_or_dead_people
1064621306421874688,rescue_volunteering_or_donation_effort,not_humanitarian
1066386260330258434,sympathy_and_support,not_humanitarian
1061248535033606146,infrastructure_and_utility_damage,not_humanitarian
1061171162762362880,other_relevant_information,not_humanitarian
1064443196703416321,not_humanitarian,not_humanitarian
1061372347251224581,other_relevant_information,not_humanitarian
1061383500438351872,caution_and_advice,not_humanitarian
1061335971705237504,sympathy_and_support,not_humanitarian
1062351137234272257,injured_or_dead_people,injured_or_dead_people
1061291359233990659,sympathy_and_support,infrastructure_and_utility_damage
1065433964922454016,other_relevant_information,injured_or_dead_people
1061169019770814465,injured_or_dead_people,injured_or_dead_people
1061808029560119296,injured_or_dead_people,not_humanitarian
1064388934690574336,other_relevant_information,not_humanitarian
1062704766206263296,injured_or_dead_people,other_relevant_information
1062979452425113600,injured_or_dead_people,injured_or_dead_people
1061495651375161345,injured_or_dead_people,injured_or_dead_people
1064111370357006336,other_relevant_information,not_humanitarian
1064922149905932288,rescue_volunteering_or_donation_effort,not_humanitarian
1065498759348383745,not_humanitarian,not_humanitarian
1061335845087657986,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1061413386108485633,injured_or_dead_people,other_relevant_information
1062859819349094407,not_humanitarian,not_humanitarian
1064258732769472512,other_relevant_information,other_relevant_information
1064673958174367746,not_humanitarian,not_humanitarian
1064702606059204609,infrastructure_and_utility_damage,displaced_people_and_evacuations
1064204823229317121,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage
1064111433879863297,not_humanitarian,not_humanitarian
1065297300518359040,not_humanitarian,not_humanitarian
1064901324339376128,other_relevant_information,not_humanitarian
1062918020354342913,injured_or_dead_people,injured_or_dead_people
1063995823497846784,injured_or_dead_people,missing_or_found_people
1062331930807582720,injured_or_dead_people,injured_or_dead_people
1063317458314903552,injured_or_dead_people,displaced_people_and_evacuations
1065523077130448899,other_relevant_information,not_humanitarian
1061785559788486656,other_relevant_information,displaced_people_and_evacuations
1061135039671529473,injured_or_dead_people,not_humanitarian
1062111758158942208,infrastructure_and_utility_damage,infrastructure_and_utility_damage
1065998433021018114,injured_or_dead_people,other_relevant_information
1064504994349633536,not_humanitarian,not_humanitarian
1061628759445528578,injured_or_dead_people,other_relevant_information
1061151567242358784,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1065409989823660033,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
1064147514583072768,injured_or_dead_people,injured_or_dead_people
1062336074889003009,injured_or_dead_people,injured_or_dead_people
1064085000503656450,sympathy_and_support,sympathy_and_support
1061691194495852545,displaced_people_and_evacuations,infrastructure_and_utility_damage
1062014154226065408,injured_or_dead_people,injured_or_dead_people
1065602330912010240,other_relevant_information,infrastructure_and_utility_damage
1061461722643357696,injured_or_dead_people,missing_or_found_people
1063226976582819840,displaced_people_and_evacuations,displaced_people_and_evacuations
1062388423334326273,injured_or_dead_people,displaced_people_and_evacuations
1064480154276282369,other_relevant_information,not_humanitarian
1065180153532350465,not_humanitarian,not_humanitarian
1061137877050908672,sympathy_and_support,sympathy_and_support
1066513650737913858,not_humanitarian,not_humanitarian
1065634250479693824,other_relevant_information,not_humanitarian
1062627629860179969,displaced_people_and_evacuations,displaced_people_and_evacuations
1064270147077033985,displaced_people_and_evacuations,infrastructure_and_utility_damage
1064652556784320512,missing_or_found_people,missing_or_found_people
1067084186035482625,other_relevant_information,not_humanitarian
1061337860794695683,sympathy_and_support,sympathy_and_support
1065980622319964160,injured_or_dead_people,injured_or_dead_people
1065467528007376896,caution_and_advice,not_humanitarian
1061228261240389632,not_humanitarian,not_humanitarian
1062691623686074369,injured_or_dead_people,injured_or_dead_people
1061383346012479488,not_humanitarian,not_humanitarian
1065782003340009473,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1061143185072709635,displaced_people_and_evacuations,displaced_people_and_evacuations
1065309379619184641,sympathy_and_support,sympathy_and_support
1062607903851470848,injured_or_dead_people,displaced_people_and_evacuations
1061532063910760448,other_relevant_information,not_humanitarian
1064957200634806272,other_relevant_information,not_humanitarian
1067068111638208513,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage
1065471295666688000,not_humanitarian,rescue_volunteering_or_donation_effort
1065374826984947712,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations
1062104662470524933,rescue_volunteering_or_donation_effort,not_humanitarian
1065540326847324160,injured_or_dead_people,not_humanitarian
